Month,Year,ExpenditureCategory,CPI(2006=100)
2,2009,Other Garments,112.7
2,2009,Clothing Maintenance,111.3
2,2009,Footwear,112.2
2,2009,Footwear Maintenance,109.2
2,2009,"Housing, Water, Energy, Gas and Other Fuels",126.8
2,2009,Real Rent,111.3
2,2009,Rent,111.3
2,2009,Apartment Maintenance,110.8
2,2009,Materials for Apartment Maintenance,112.7
2,2009,Apartment Maintenance Services,108.8
2,2009,Waterworks and Other Housing Services,115.8
2,2009,Water Supply,116
2,2009,Garbage Collection,115.1
2,2009,Waste Water Drainage,116.3
2,2009,"Energy, Gas and Other Fuels",131.4
2,2009,Hosehold Electric Energy,132.9
2,2009,Gas,150.5
2,2009,Liquid Fuels,80.9
2,2009,Solid Fuels,122.9
2,2009,Distric Heating,157.3
2,2009,Household Equipment and Maintenance,106.4
2,2009,"Furniture, Carpets and Other Rugs",108.7
2,2009,"Furniture, Lightning and Decorative Ornaments",106.5
2,2009,Carpets and Other Floor Rugs,119.2
2,2009,Textile for Household Use,105.8
2,2009,Household Appliances,101.8
2,2009,Big Household Appliances,100.9
2,2009,Small Electrical Appliances,100.7
2,2009,Household Appliances Maintenance,110
2,2009,Dishes and Cutlery,111.9
2,2009,Tools and Other Equipment for House and Garden,101.5
2,2009,Bigger House and Garden Tools and Equipment,98.9
2,2009,Small Tools and Accessories,104.5
2,2009,Funds and Services for Ongoing Maintenance of Dwelling,107.9
2,2009,Dwelling Maintenance Funds,107.8
2,2009,Dwelling Maintenance Services,111.2
2,2009,Health,117.7
2,2009,Medication and Medical Equipment,120.9
2,2009,Medication,121
2,2009,Other Medical Products,120.2
2,2009,Non-hospital Health Services,111.2
2,2009,Medical Services,119.6
2,2009,Dentist Services,114.6
2,2009,Accompanying Medical Services,96
2,2009,Transport,113.9
2,2009,Procurement of Vehicles,104.5
2,2009,Cars,104.4
2,2009,Bycicles,111.2
2,2009,Vehicles Use and Maintenance,109.7
2,2009,Reserve Parts,117.6
2,2009,Fuels and Lubricants for Passenger Vehicles,104.1
2,2009,Maintenance of Passenger Vehicles,116.2
2,2009,Other Vehicle Related Services,116.7
2,2009,Transport Services,135.8
2,2009,Rail Passenger Transport,120
2,2009,Road Passenger Transport,138
2,2009,Plane Passenger Transport,106.5
2,2009,Communication,106
2,2009,Mail Services,128.6
2,2009,Telephone Equipment,106.2
2,2009,Telephone and Other Equipment,105.8
2,2009,Telephone Services,111.7
2,2009,Culture and Recreation,120.2
2,2009,"Audio-Video, Photographic and Computer Equipment",87.2
2,2009,"Sound and Picture Reciving, Capturing and Reproduction Equipment",87.4
2,2009,Photographic and Film Equipment,68
2,2009,Computer Equipment,
2,2009,Sound and Picture Capturing Medium,94.8
2,2009,"Audio-Visual, Photographic and Computer Equipment Maintenance",108.4
2,2009,Grearer Lasting Goods for Culture and Recreation,82.2
2,2009,Musical Instruments,82.2
2,2009,"Other Recreational, Garden and Pet-related Equipment",136
2,2009,"Toys, Games and Hobbies",147
2,2009,"Garden, Seedling and Flower",123
2,2009,Pets and Pet-related Means and Services,
2,2009,Vet and Other Pet Services,
2,2009,Cultural and Recreational Services,125.9
2,2009,Recreational Services,106.7
2,2009,Cultural Services,127
2,2009,"Newspaper, Books and Office Equipment",120
2,2009,Books,142.5
2,2009,Newspapers and Magazines,132.2
2,2009,Office Equipments,118.7
2,2009,Education,118.6
2,2009,Highschool Education,118.6
2,2009,Higher Education,122.5
2,2009,Higher Education,122.3
2,2009,Other Types of Education,107.5
2,2009,Other Types of Education,108
2,2009,Restaurants and Hotels,120
2,2009,"Restaurants, Cafes and Canteens",122.6
2,2009,Restaurants and Cafes,122.8
2,2009,Accommodation Services,107.8
2,2009,Accommodation,101.2
2,2009,Other Personal Items and Other Services,116.2
2,2009,Personal Care,114.4
2,2009,Cosmetic and Hairdresser Services,109.9
2,2009,Personal Care Electrical Equipment,89
2,2009,Other Personal Care Items,116.2
2,2009,Personal Items,122
2,2009,Jewelry and Watches,130.7
2,2009,Other Personal Items,119.6
2,2009,Social Security,146.7
2,2009,Social Security,147.2
2,2009,Insurance,106.7
2,2009,Dwelling Insurance,122.5
2,2009,Vehicle Insurance,99.3
2,2009,Financial Services,129.3
2,2009,Other Financial Services,133.1
2,2009,Other Services,111.3
2,2010,Total,131.8
2,2010,Food and Non-alcoholic Drinks,136.2
2,2010,Food,137.4
2,2010,Bread and Cereal,145
2,2010,Meat,126.8
2,2010,Fish,119.4
2,2010,"Milk, Cheese and Eggs",141.9
2,2010,Oils and Fats,113.9
2,2010,Fruit,105
2,2010,Vegetables,184.4
2,2010,"Sugar, Jam, Honey and Chocolate",121.6
2,2010,Other Eatable Prducts,134.8
2,2010,Non-alcoholic Drinks,125.6
2,2010,"Coffee, Tea and Cocoa",139.7
2,2010,"Mineral Water, Non-alcoholic Drinks and Juices",115.6
2,2010,"Alcoholic Drinks, Tobacco and Narcotics",180.6
2,2010,Alcoholic Drinks,152.2
2,2010,Strong Alcoholic Drinks,142.4
2,2010,Wine,157.7
2,2010,Beer,153.5
2,2010,Tobacco,190.3
2,2010,Clothing and Footwear,122.3
2,2010,Clothing,125.1
2,2010,Clothing Material,109.3
2,2010,Garments,125.8
2,2010,Other Garments,106.9
2,2010,Clothing Maintenance,117.1
2,2010,Footwear,117.7
2,2010,Footwear,117.8
2,2010,Footwear Maintenance,111.1
2,2010,"Housing, Water, Energy, Gas and Other Fuels",131.6
2,2010,Real Rent,116.7
2,2010,Rent,116.7
2,2010,Apartment Maintenance,119.1
2,2010,Materials for Apartment Maintenance,121.4
2,2010,Apartment Maintenance Services,116.8
2,2010,Waterworks and Other Housing Services,139.8
2,2010,Water Supply,147.8
2,2010,Garbage Collection,116.9
2,2010,Waste Water Drainage,148.5
2,2010,"Energy, Gas and Other Fuels",133.1
2,2010,Hosehold Electric Energy,132.9
2,2010,Gas,155.8
2,2010,Liquid Fuels,122.7
2,2010,Solid Fuels,124.3
2,2010,Distric Heating,166.9
2,2010,Household Equipment and Maintenance,116
2,2010,"Furniture, Carpets and Other Rugs",113.8
2,2010,"Furniture, Lightning and Decorative Ornaments",110.9
2,2010,Carpets and Other Floor Rugs,127.7
2,2010,Textile for Household Use,107.9
2,2010,Household Appliances,105.6
2,2010,Big Household Appliances,104.2
2,2010,Small Electrical Appliances,98.2
2,2010,Household Appliances Maintenance,123.7
2,2010,Dishes and Cutlery,117.4
2,2010,Tools and Other Equipment for House and Garden,106.3
2,2010,Bigger House and Garden Tools and Equipment,103.5
2,2010,Small Tools and Accessories,109.5
2,2010,Funds and Services for Ongoing Maintenance of Dwelling,123.7
2,2010,Dwelling Maintenance Funds,123.6
2,2010,Dwelling Maintenance Services,123.6
2,2010,Health,124.5
2,2010,Medication and Medical Equipment,128.9
2,2010,Medication,129
2,2010,Other Medical Products,135.2
2,2010,Non-hospital Health Services,115.7
2,2010,Medical Services,124.2
2,2010,Dentist Services,119.6
2,2010,Accompanying Medical Services,99.9
2,2010,Transport,127.8
2,2010,Procurement of Vehicles,106.7
2,2010,Cars,106.4
2,2010,Bycicles,128.5
2,2010,Vehicles Use and Maintenance,131
2,2010,Reserve Parts,124.8
2,2010,Fuels and Lubricants for Passenger Vehicles,130.5
2,2010,Maintenance of Passenger Vehicles,127.7
2,2010,Other Vehicle Related Services,132.6
2,2010,Transport Services,137.8
2,2010,Rail Passenger Transport,120
2,2010,Road Passenger Transport,139.9
2,2010,Plane Passenger Transport,114.4
2,2010,Communication,110.5
2,2010,Mail Services,128.6
2,2010,Telephone Equipment,105.9
2,2010,Telephone and Other Equipment,110.3
2,2010,Telephone Services,111.7
2,2010,Culture and Recreation,128.4
2,2010,"Audio-Video, Photographic and Computer Equipment",85.5
2,2010,"Sound and Picture Reciving, Capturing and Reproduction Equipment",84.5
2,2010,Photographic and Film Equipment,67.6
2,2010,Computer Equipment,
2,2010,Sound and Picture Capturing Medium,93.3
2,2010,"Audio-Visual, Photographic and Computer Equipment Maintenance",112
2,2010,Grearer Lasting Goods for Culture and Recreation,83
2,2010,Musical Instruments,83
2,2010,"Other Recreational, Garden and Pet-related Equipment",140.1
2,2010,"Toys, Games and Hobbies",156.9
2,2010,"Garden, Seedling and Flower",123.3
2,2010,Pets and Pet-related Means and Services,
2,2010,Vet and Other Pet Services,
2,2010,Cultural and Recreational Services,142.1
2,2010,Recreational Services,110.4
2,2010,Cultural Services,146.5
2,2010,"Newspaper, Books and Office Equipment",136
2,2010,Books,165.5
2,2010,Newspapers and Magazines,114.7
2,2010,Office Equipments,126.9
2,2010,Education,125.7
2,2010,Highschool Education,133.9
2,2010,Higher Education,123.4
2,2010,Other Types of Education,122.7
2,2010,Restaurants and Hotels,127.8
2,2010,"Restaurants, Cafes and Canteens",128.9
2,2010,Restaurants and Cafes,128.9
2,2010,Accommodation Services,130
2,2010,Accommodation,131
2,2010,Other Personal Items and Other Services,122.8
2,2010,Personal Care,121.7
2,2010,Cosmetic and Hairdresser Services,114.4
2,2010,Personal Care Electrical Equipment,96.6
2,2010,Other Personal Care Items,125.7
2,2010,Personal Items,134.2
2,2010,Jewelry and Watches,150.7
2,2010,Other Personal Items,127.2
2,2010,Social Security,156.5
2,2010,Insurance,110.1
2,2010,Dwelling Insurance,117.9
2,2010,Vehicle Insurance,105.9
2,2010,Financial Services,137.2
2,2010,Other Financial Services,137.2
2,2010,Other Services,111.5
2,2011,Total,148.3
2,2011,Food and Non-alcoholic Drinks,159.7
2,2011,Food,161.7
2,2011,Bread and Cereal,171.9
2,2011,Meat,136.4
2,2011,Fish,135.7
2,2011,"Milk, Cheese and Eggs",164.6
2,2011,Oils and Fats,170
2,2011,Fruit,153.1
2,2011,Vegetables,225.5
2,2011,"Sugar, Jam, Honey and Chocolate",149.8
2,2011,Other Eatable Prducts,147.1
2,2011,Non-alcoholic Drinks,141.6
2,2011,"Coffee, Tea and Cocoa",165.7
2,2011,"Mineral Water, Non-alcoholic Drinks and Juices",125.8
2,2011,"Alcoholic Drinks, Tobacco and Narcotics",209
2,2011,Alcoholic Drinks,172.8
2,2011,Strong Alcoholic Drinks,153.9
2,2011,Wine,168.5
2,2011,Beer,180.2
2,2011,Tobacco,221.9
2,2011,Clothing and Footwear,127.6
2,2011,Clothing,128.7
2,2011,Clothing Material,111.7
2,2011,Garments,129.3
2,2011,Other Garments,113.3
2,2011,Clothing Maintenance,125.1
2,2011,Footwear,125.7
2,2011,Footwear,125.5
2,2011,Footwear Maintenance,137.5
2,2011,"Housing, Water, Energy, Gas and Other Fuels",149.5
2,2011,Real Rent,123
2,2011,Rent,123
2,2011,Apartment Maintenance,132.7
2,2011,Materials for Apartment Maintenance,137.9
2,2011,Apartment Maintenance Services,128.7
2,2011,Waterworks and Other Housing Services,169.5
2,2011,Water Supply,185.2
2,2011,Garbage Collection,128.5
2,2011,Waste Water Drainage,187.3
2,2011,"Energy, Gas and Other Fuels",151.4
2,2011,Hosehold Electric Energy,148.2
2,2011,Gas,163.4
2,2011,Liquid Fuels,147.6
2,2011,Solid Fuels,143.5
2,2011,Distric Heating,207.5
2,2011,Household Equipment and Maintenance,125.2
2,2011,"Furniture, Carpets and Other Rugs",117.1
2,2011,"Furniture, Lightning and Decorative Ornaments",113
2,2011,Carpets and Other Floor Rugs,139.7
2,2011,"Repair of Furniture, Lighting and Floor Coverings",0
2,2011,Textile for Household Use,114.6
2,2011,Household Appliances,120.9
2,2011,Big Household Appliances,120.5
2,2011,Small Electrical Appliances,104.1
2,2011,Household Appliances Maintenance,134.9
2,2011,Dishes and Cutlery,136.1
2,2011,Tools and Other Equipment for House and Garden,112.7
2,2011,Bigger House and Garden Tools and Equipment,112.9
2,2011,Small Tools and Accessories,114.6
2,2011,Funds and Services for Ongoing Maintenance of Dwelling,130.6
2,2011,Dwelling Maintenance Funds,130
2,2011,Dwelling Maintenance Services,147.5
2,2011,Health,135.9
2,2011,Medication and Medical Equipment,143.4
2,2011,Medication,143.3
2,2011,Other Medical Products,160.5
2,2011,Therapeutic Products and Equipment,0
2,2011,Non-hospital Health Services,121
2,2011,Medical Services,134.9
2,2011,Dentist Services,120.8
2,2011,Accompanying Medical Services,104.8
2,2011,Transport,142.4
2,2011,Procurement of Vehicles,111.5
2,2011,Cars,110.7
2,2011,Bycicles,150.6
2,2011,Vehicles Use and Maintenance,148.9
2,2011,Reserve Parts,141.2
2,2011,Fuels and Lubricants for Passenger Vehicles,149.3
2,2011,Maintenance of Passenger Vehicles,143.4
2,2011,Other Vehicle Related Services,145.6
2,2011,Transport Services,150.4
2,2011,Rail Passenger Transport,140
2,2011,Road Passenger Transport,152.7
2,2011,Plane Passenger Transport,119.8
2,2011,Communication,110.8
2,2011,Mail Services,128.6
2,2011,Telephone Equipment,117.4
2,2011,Telephone and Other Equipment,110.1
2,2011,Telephone Services,111.7
2,2011,Culture and Recreation,138.2
2,2011,"Audio-Video, Photographic and Computer Equipment",87.6
2,2011,"Sound and Picture Reciving, Capturing and Reproduction Equipment",91
2,2011,Photographic and Film Equipment,64.5
2,2011,Computer Equipment,0
2,2011,Sound and Picture Capturing Medium,86.3
2,2011,"Audio-Visual, Photographic and Computer Equipment Maintenance",126
2,2011,Grearer Lasting Goods for Culture and Recreation,75.4
2,2011,Musical Instruments,75.4
2,2011,"Other Recreational, Garden and Pet-related Equipment",163.9
2,2011,"Toys, Games and Hobbies",191.7
2,2011,Camping and Sport Equipment,0
2,2011,"Garden, Seedling and Flower",143
2,2011,Pets and Pet-related Means and Services,0
2,2011,Vet and Other Pet Services,0
2,2011,Cultural and Recreational Services,158.5
2,2011,Recreational Services,118.4
2,2011,Cultural Services,164.5
2,2011,"Newspaper, Books and Office Equipment",143.7
2,2011,Books,177.3
2,2011,Newspapers and Magazines,114.7
2,2011,Office Equipments,150.5
2,2011,Education,140.2
2,2011,Highschool Education,137.7
2,2011,Higher Education,146.1
2,2011,Other Types of Education,125.9
2,2011,Restaurants and Hotels,136.8
2,2011,"Restaurants, Cafes and Canteens",139.1
2,2011,Restaurants and Cafes,139.1
2,2011,Accommodation Services,129.8
2,2011,Accommodation,131.7
2,2011,Other Personal Items and Other Services,133.4
2,2011,Personal Care,133
2,2011,Cosmetic and Hairdresser Services,124.4
2,2011,Personal Care Electrical Equipment,105.3
2,2011,Other Personal Care Items,137.7
2,2011,Personal Items,155.1
2,2011,Jewelry and Watches,209.8
2,2011,Other Personal Items,131.1
2,2011,Social Security,173.7
2,2011,Insurance,110.7
2,2011,Dwelling Insurance,117.9
2,2011,Vehicle Insurance,106.8
2,2011,Financial Services,143.3
2,2011,Other Financial Services,143.3
2,2011,Other Services,130.7
2,2012,Total,155.7
2,2012,Food and Non-alcoholic Drinks,162.6
2,2012,Food,163.9
2,2012,Bread and Cereal,183.4
2,2012,Meat,141.6
2,2012,Fish,152.5
2,2012,"Milk, Cheese and Eggs",170.3
2,2012,Oils and Fats,156.3
2,2012,Fruit,146
2,2012,Vegetables,184.8
2,2012,"Sugar, Jam, Honey and Chocolate",152.7
2,2012,Other Eatable Prducts,153.4
2,2012,Non-alcoholic Drinks,151.1
2,2012,"Coffee, Tea and Cocoa",180.8
2,2012,"Mineral Water, Non-alcoholic Drinks and Juices",132
2,2012,"Alcoholic Drinks, Tobacco and Narcotics",224.8
2,2012,Alcoholic Drinks,184.4
2,2012,Strong Alcoholic Drinks,163.8
2,2012,Wine,181.3
2,2012,Beer,191.5
2,2012,Tobacco,239.5
2,2012,Clothing and Footwear,132.7
2,2012,Clothing,134.5
2,2012,Clothing Material,123.3
2,2012,Garments,134.6
2,2012,Other Garments,132.3
2,2012,Clothing Maintenance,134
2,2012,Footwear,130
2,2012,Footwear,129.9
2,2012,Footwear Maintenance,139
2,2012,"Housing, Water, Energy, Gas and Other Fuels",163.6
2,2012,Real Rent,128.8
2,2012,Rent,128.8
2,2012,Apartment Maintenance,147.6
2,2012,Materials for Apartment Maintenance,147.6
2,2012,Apartment Maintenance Services,146.5
2,2012,Waterworks and Other Housing Services,182.1
2,2012,Water Supply,197
2,2012,Garbage Collection,136.6
2,2012,Waste Water Drainage,232.7
2,2012,"Energy, Gas and Other Fuels",166.6
2,2012,Hosehold Electric Energy,168.2
2,2012,Gas,180.1
2,2012,Liquid Fuels,151.8
2,2012,Solid Fuels,149
2,2012,Distric Heating,226.6
2,2012,Household Equipment and Maintenance,136.3
2,2012,"Furniture, Carpets and Other Rugs",119.7
2,2012,"Furniture, Lightning and Decorative Ornaments",114.8
2,2012,Carpets and Other Floor Rugs,146.9
2,2012,"Repair of Furniture, Lighting and Floor Coverings",
2,2012,Textile for Household Use,125.6
2,2012,Household Appliances,125.2
2,2012,Big Household Appliances,124
2,2012,Small Electrical Appliances,107
2,2012,Household Appliances Maintenance,151.1
2,2012,Dishes and Cutlery,145.5
2,2012,Tools and Other Equipment for House and Garden,118.2
2,2012,Bigger House and Garden Tools and Equipment,112.5
2,2012,Small Tools and Accessories,121.6
2,2012,Funds and Services for Ongoing Maintenance of Dwelling,149.1
2,2012,Dwelling Maintenance Funds,148.7
2,2012,Dwelling Maintenance Services,154.1
2,2012,Health,140.4
2,2012,Medication and Medical Equipment,147.1
2,2012,Medication,146.9
2,2012,Other Medical Products,166.4
2,2012,Therapeutic Products and Equipment,
2,2012,Non-hospital Health Services,127.6
2,2012,Medical Services,148.8
2,2012,Dentist Services,122.9
2,2012,Accompanying Medical Services,109.8
2,2012,Transport,153.6
2,2012,Procurement of Vehicles,117
2,2012,Cars,115.5
2,2012,Bycicles,169.2
2,2012,Vehicles Use and Maintenance,161.8
2,2012,Reserve Parts,148.7
2,2012,Fuels and Lubricants for Passenger Vehicles,165.4
2,2012,Maintenance of Passenger Vehicles,149.9
2,2012,Other Vehicle Related Services,145.9
2,2012,Transport Services,159.8
2,2012,Rail Passenger Transport,140
2,2012,Road Passenger Transport,162.5
2,2012,Plane Passenger Transport,124.8
2,2012,Communication,116.5
2,2012,Mail Services,128.6
2,2012,Telephone Equipment,106.4
2,2012,Telephone and Other Equipment,116.3
2,2012,Telephone Services,122.4
2,2012,Culture and Recreation,145.4
2,2012,"Audio-Video, Photographic and Computer Equipment",88.3
2,2012,"Sound and Picture Reciving, Capturing and Reproduction Equipment",92.7
2,2012,Photographic and Film Equipment,63.1
2,2012,Computer Equipment,
2,2012,Sound and Picture Capturing Medium,87
2,2012,"Audio-Visual, Photographic and Computer Equipment Maintenance",143.4
2,2012,Grearer Lasting Goods for Culture and Recreation,76.9
2,2012,Musical Instruments,76.9
2,2012,"Other Recreational, Garden and Pet-related Equipment",170.1
2,2012,"Toys, Games and Hobbies",200.4
2,2012,Camping and Sport Equipment,
2,2012,"Garden, Seedling and Flower",150
2,2012,Pets and Pet-related Means and Services,
2,2012,Vet and Other Pet Services,
2,2012,Cultural and Recreational Services,162.4
2,2012,Recreational Services,120.9
2,2012,Cultural Services,168.7
2,2012,"Newspaper, Books and Office Equipment",153.2
2,2012,Books,200.3
2,2012,Newspapers and Magazines,114.7
2,2012,Office Equipments,159.4
2,2012,Package Deals,
2,2012,Education,142
2,2012,Highschool Education,143.4
2,2012,Higher Education,147.4
2,2012,Other Types of Education,124.7
2,2012,Restaurants and Hotels,141.7
2,2012,"Restaurants, Cafes and Canteens",144.6
2,2012,Restaurants and Cafes,144.6
2,2012,Accommodation Services,129.6
2,2012,Accommodation,131.7
2,2012,Other Personal Items and Other Services,143.3
2,2012,Personal Care,145.6
2,2012,Cosmetic and Hairdresser Services,136.3
2,2012,Personal Care Electrical Equipment,130.9
2,2012,Other Personal Care Items,150.3
2,2012,Personal Items,160.4
2,2012,Jewelry and Watches,224.4
2,2012,Other Personal Items,134.7
2,2012,Social Security,176.3
2,2012,Insurance,111.7
2,2012,Dwelling Insurance,117.9
2,2012,Vehicle Insurance,107.8
2,2012,Financial Services,161.8
2,2012,Other Financial Services,161.8
2,2012,Other Services,137.1
2,2013,Total,175.1
2,2013,Food and Non-alcoholic Drinks,189.6
2,2013,Food,191.8
2,2013,Bread and Cereal,199.1
2,2013,Meat,165.6
2,2013,Fish,188.1
2,2013,"Milk, Cheese and Eggs",195.1
2,2013,Oils and Fats,205.4
2,2013,Fruit,169
2,2013,Vegetables,251.2
2,2013,"Sugar, Jam, Honey and Chocolate",158.1
2,2013,Other Eatable Prducts,168
2,2013,Non-alcoholic Drinks,170.8
2,2013,"Coffee, Tea and Cocoa",206.5
2,2013,"Mineral Water, Non-alcoholic Drinks and Juices",147.9
2,2013,"Alcoholic Drinks, Tobacco and Narcotics",293.9
2,2013,Alcoholic Drinks,201.4
2,2013,Strong Alcoholic Drinks,177.1
2,2013,Wine,197.2
2,2013,Beer,210.4
2,2013,Tobacco,334.5
2,2013,Clothing and Footwear,136.2
2,2013,Clothing,140.2
2,2013,Clothing Material,129.6
2,2013,Garments,140
2,2013,Other Garments,143.7
2,2013,Clothing Maintenance,144.8
2,2013,Footwear,129.9
2,2013,Footwear,129.1
2,2013,Footwear Maintenance,159.8
2,2013,"Housing, Water, Energy, Gas and Other Fuels",175.4
2,2013,Real Rent,132
2,2013,Rent,132
2,2013,Apartment Maintenance,181.4
2,2013,Materials for Apartment Maintenance,167.1
2,2013,Apartment Maintenance Services,189.5
2,2013,Waterworks and Other Housing Services,195.3
2,2013,Water Supply,210.9
2,2013,Garbage Collection,147.1
2,2013,Waste Water Drainage,251.2
2,2013,"Energy, Gas and Other Fuels",177.2
2,2013,Hosehold Electric Energy,171
2,2013,Gas,199.6
2,2013,Liquid Fuels,225.2
2,2013,Solid Fuels,162.3
2,2013,Distric Heating,270.6
2,2013,Household Equipment and Maintenance,152.5
2,2013,"Furniture, Carpets and Other Rugs",130.8
2,2013,"Furniture, Lightning and Decorative Ornaments",124.6
2,2013,Carpets and Other Floor Rugs,162.1
2,2013,"Repair of Furniture, Lighting and Floor Coverings",
2,2013,Textile for Household Use,138.7
2,2013,Household Appliances,142.3
2,2013,Big Household Appliances,137.4
2,2013,Small Electrical Appliances,118.7
2,2013,Household Appliances Maintenance,221
2,2013,Dishes and Cutlery,158.8
2,2013,Tools and Other Equipment for House and Garden,131
2,2013,Bigger House and Garden Tools and Equipment,126.3
2,2013,Small Tools and Accessories,134.2
2,2013,Funds and Services for Ongoing Maintenance of Dwelling,166.4
2,2013,Dwelling Maintenance Funds,166
2,2013,Dwelling Maintenance Services,165.8
2,2013,Health,152.3
2,2013,Medication and Medical Equipment,158.7
2,2013,Medication,159.2
2,2013,Other Medical Products,184.9
2,2013,Therapeutic Products and Equipment,
2,2013,Non-hospital Health Services,141.6
2,2013,Medical Services,167.5
2,2013,Dentist Services,134.3
2,2013,Accompanying Medical Services,122.1
2,2013,Transport,166
2,2013,Procurement of Vehicles,122
2,2013,Cars,120.4
2,2013,Bycicles,183.4
2,2013,Vehicles Use and Maintenance,174.3
2,2013,Reserve Parts,159.3
2,2013,Fuels and Lubricants for Passenger Vehicles,182.5
2,2013,Maintenance of Passenger Vehicles,158.9
2,2013,Other Vehicle Related Services,136.4
2,2013,Transport Services,180.9
2,2013,Rail Passenger Transport,140
2,2013,Road Passenger Transport,184.9
2,2013,Plane Passenger Transport,129.6
2,2013,Communication,127.5
2,2013,Mail Services,128.6
2,2013,Telephone Equipment,127
2,2013,Telephone and Other Equipment,126.9
2,2013,Telephone Services,124.5
2,2013,Culture and Recreation,152.7
2,2013,"Audio-Video, Photographic and Computer Equipment",89.5
2,2013,"Sound and Picture Reciving, Capturing and Reproduction Equipment",96.8
2,2013,Photographic and Film Equipment,65.4
2,2013,Computer Equipment,
2,2013,Sound and Picture Capturing Medium,87.9
2,2013,"Audio-Visual, Photographic and Computer Equipment Maintenance",171.5
2,2013,Grearer Lasting Goods for Culture and Recreation,80.2
2,2013,Musical Instruments,80.2
2,2013,"Other Recreational, Garden and Pet-related Equipment",182.3
2,2013,"Toys, Games and Hobbies",206.5
2,2013,Camping and Sport Equipment,
2,2013,"Garden, Seedling and Flower",162.5
2,2013,Pets and Pet-related Means and Services,
2,2013,Vet and Other Pet Services,
2,2013,Cultural and Recreational Services,176
2,2013,Recreational Services,140.9
2,2013,Cultural Services,179.3
2,2013,"Newspaper, Books and Office Equipment",160.5
2,2013,Books,216.4
2,2013,Newspapers and Magazines,114.7
2,2013,Office Equipments,177.7
2,2013,Package Deals,
2,2013,Education,149.1
2,2013,Highschool Education,145.8
2,2013,Higher Education,152.6
2,2013,Other Types of Education,142.3
2,2013,Restaurants and Hotels,155.6
2,2013,"Restaurants, Cafes and Canteens",159.9
2,2013,Restaurants and Cafes,159.9
2,2013,Accommodation Services,129
2,2013,Accommodation,131.7
2,2013,Other Personal Items and Other Services,157.4
2,2013,Personal Care,161.9
2,2013,Cosmetic and Hairdresser Services,148.4
2,2013,Personal Care Electrical Equipment,146.6
2,2013,Other Personal Care Items,168.1
2,2013,Personal Items,185
2,2013,Jewelry and Watches,269.6
2,2013,Other Personal Items,153.1
2,2013,Social Security,187.9
2,2013,Insurance,112.2
2,2013,Dwelling Insurance,117.9
2,2013,Vehicle Insurance,108.4
2,2013,Financial Services,166
2,2013,Other Financial Services,166
2,2013,Other Services,143.2
2,2014,Total,179.7
2,2014,Food and Non-alcoholic Drinks,186.6
2,2014,Food,188.8
2,2014,Bread and Cereal,195.3
2,2014,Meat,166.9
2,2014,Fish,187.9
2,2014,"Milk, Cheese and Eggs",197.8
2,2014,Oils and Fats,169.3
2,2014,Fruit,148.6
2,2014,Vegetables,250.3
2,2014,"Sugar, Jam, Honey and Chocolate",154.6
2,2014,Other Eatable Prducts,175.8
2,2014,Non-alcoholic Drinks,167.8
2,2014,"Coffee, Tea and Cocoa",203.5
2,2014,"Mineral Water, Non-alcoholic Drinks and Juices",145
2,2014,"Alcoholic Drinks, Tobacco and Narcotics",331.8
2,2014,Alcoholic Drinks,208.8
2,2014,Strong Alcoholic Drinks,184.7
2,2014,Wine,203.7
2,2014,Beer,217.3
2,2014,Tobacco,400.8
2,2014,Clothing and Footwear,135.6
2,2014,Clothing,140.6
2,2014,Clothing Material,131.7
2,2014,Garments,140.3
2,2014,Other Garments,150.8
2,2014,Clothing Maintenance,141.6
2,2014,Footwear,127.4
2,2014,Footwear,126.2
2,2014,Footwear Maintenance,163.9
2,2014,"Housing, Water, Energy, Gas and Other Fuels",188.3
2,2014,Real Rent,137.6
2,2014,Rent,137.6
2,2014,Apartment Maintenance,198.1
2,2014,Materials for Apartment Maintenance,170.7
2,2014,Apartment Maintenance Services,223.3
2,2014,Waterworks and Other Housing Services,219.7
2,2014,Water Supply,238
2,2014,Garbage Collection,163.9
2,2014,Waste Water Drainage,284.3
2,2014,"Energy, Gas and Other Fuels",189.3
2,2014,Hosehold Electric Energy,189.5
2,2014,Gas,208
2,2014,Liquid Fuels,241.3
2,2014,Solid Fuels,164.9
2,2014,Distric Heating,282.1
2,2014,Household Equipment and Maintenance,156.5
2,2014,"Furniture, Carpets and Other Rugs",128.9
2,2014,"Furniture, Lightning and Decorative Ornaments",123.1
2,2014,Carpets and Other Floor Rugs,155.7
2,2014,"Repair of Furniture, Lighting and Floor Coverings",
2,2014,Textile for Household Use,139.1
2,2014,Household Appliances,144.3
2,2014,Big Household Appliances,135.5
2,2014,Small Electrical Appliances,121.6
2,2014,Household Appliances Maintenance,265.4
2,2014,Dishes and Cutlery,162.1
2,2014,Tools and Other Equipment for House and Garden,134.4
2,2014,Bigger House and Garden Tools and Equipment,132.7
2,2014,Small Tools and Accessories,136.7
2,2014,Funds and Services for Ongoing Maintenance of Dwelling,175.3
2,2014,Dwelling Maintenance Funds,174.7
2,2014,Dwelling Maintenance Services,175.7
2,2014,Health,161.7
2,2014,Medication and Medical Equipment,171.5
2,2014,Medication,174.4
2,2014,Other Medical Products,191.4
2,2014,Therapeutic Products and Equipment,
2,2014,Non-hospital Health Services,143.9
2,2014,Medical Services,174.6
